gid,cname,planting,harvest,wsgd,gwad
90,Mkinga,2021-10-10,2022-02-13,0,4158
90,Mkinga,2023-02-04,2023-06-13,0,3312
90,Mkinga,2023-02-07,2023-06-19,0.44,3372
90,Mkinga,2023-02-11,2023-06-24,0.445,3654
90,Mkinga,2023-02-04,2023-06-15,0,3391
90,Mkinga,2023-02-24,2023-06-29,0.274,2763
90,Mkinga,2023-02-10,2023-06-21,0.536,3369
4,Lake Eyasi,2021-10-06,2022-02-08,0,3960
4,Lake Eyasi,2021-10-12,2022-02-16,0,4158
4,Lake Eyasi,2021-10-12,2022-02-16,0,4158
4,Lake Eyasi,2021-10-11,2022-02-15,0,4158
4,Lake Eyasi,2021-10-16,2022-02-21,0,4064
4,Lake Eyasi,2021-10-12,2022-02-16,0,4158
4,Lake Eyasi,2021-11-01,2022-03-06,0,3281
4,Lake Eyasi,2021-10-31,2022-03-06,0,3385
4,Lake Eyasi,2021-10-17,2022-02-20,0,3962
4,Lake Eyasi,2021-10-10,2022-02-13,0,4158
4,Lake Eyasi,2021-11-01,2022-03-06,0,3307
4,Lake Eyasi,2021-11-02,2022-03-06,0,3144
4,Lake Eyasi,2021-10-12,2022-02-16,0,4158
4,Lake Eyasi,2021-10-11,2022-02-15,0,4158
4,Lake Eyasi,2021-10-14,2022-02-19,0,4163
4,Lake Eyasi,2021-10-08,2022-02-11,0,4059
6,Longido,2022-10-18,2023-02-22,0,3076
6,Longido,2022-10-16,2023-02-20,0,3086
6,Longido,2022-10-24,2023-02-26,0,3099
6,Longido,2022-02-11,2022-07-01,0.426,3809
6,Longido,2022-02-27,2022-07-01,0.224,2015
6,Longido,2022-02-05,2022-07-01,0,4752
7,Meru,2023-02-08,2023-06-20,0.742,3046
7,Meru,2023-02-12,2023-06-25,0.796,2881
7,Meru,2023-02-09,2023-06-23,0.765,2997
7,Meru,2022-10-18,2023-02-21,0,3051
7,Meru,2022-10-13,2023-02-17,0,3246
7,Meru,2022-10-16,2023-02-20,0,3047
7,Meru,2022-02-23,2022-07-01,0.416,1914
7,Meru,2022-02-14,2022-07-01,0.403,3458
7,Meru,2022-02-02,2022-07-01,0.084,4650
7,Meru,2021-10-07,2022-02-10,0,3960
7,Meru,2021-10-25,2022-03-03,0,3940
7,Meru,2021-10-07,2022-02-10,0,3960
8,Monduli,2022-10-28,2023-03-05,0,3397
8,Monduli,2022-10-25,2023-02-28,0,3229
8,Monduli,2022-10-25,2023-02-27,0,3157
8,Monduli,2022-02-11,2022-07-01,0,4189
8,Monduli,2022-02-27,2022-07-01,0.428,2005
8,Monduli,2022-02-18,2022-07-01,0,3564
8,Monduli,2021-10-22,2022-02-27,0,3927
8,Monduli,2021-10-27,2022-03-06,0,3703
8,Monduli,2021-10-26,2022-03-04,0,3855
8,Monduli,2023-02-13,2023-06-25,0.186,3653
8,Monduli,2023-02-03,2023-06-18,0,3674
8,Monduli,2023-02-23,2023-06-29,0.221,3021
8,Monduli,2022-10-24,2023-02-26,0,3121
8,Monduli,2022-11-01,2023-03-06,0,3199
8,Monduli,2022-10-06,2023-02-09,0,3000
9,Ngorongoro,2023-02-13,2023-06-29,0.591,3415
9,Ngorongoro,2023-02-22,2023-06-29,0.634,2697
9,Ngorongoro,2023-02-15,2023-06-29,0.664,3302
9,Ngorongoro,2022-10-08,2023-02-11,0,2966
9,Ngorongoro,2022-10-28,2023-03-04,0,3222
9,Ngorongoro,2022-11-01,2023-03-06,0,3317
9,Ngorongoro,2022-02-05,2022-07-01,0.525,4181
9,Ngorongoro,2022-01-31,2022-07-01,0.347,4526
9,Ngorongoro,2022-02-06,2022-07-01,0.512,3937
9,Ngorongoro,2021-10-07,2022-02-10,0,3960
9,Ngorongoro,2021-10-13,2022-02-18,0,4224
9,Ngorongoro,2021-10-12,2022-02-16,0,4123
12,Temeke,2023-01-25,2023-06-05,0,3622
12,Temeke,2023-01-25,2023-06-03,0,3119
12,Temeke,2023-02-01,2023-06-05,0.465,3215
12,Temeke,2022-11-03,2023-03-06,0,3005
12,Temeke,2022-10-14,2023-02-19,0,3170
12,Temeke,2022-10-18,2023-02-21,0,3135
12,Temeke,2022-01-27,2022-06-05,0.726,2727
12,Temeke,2022-01-15,2022-06-05,0.098,4060
12,Temeke,2022-01-21,2022-06-05,0.784,3200
12,Temeke,2021-10-31,2022-03-06,0,3386
12,Temeke,2021-10-31,2022-03-06,0,3399
12,Temeke,2021-10-24,2022-03-02,0,3981
13,Bukombe,2021-10-30,2022-03-06,0,3478
13,Bukombe,2021-10-17,2022-02-20,0,3963
13,Bukombe,2021-10-17,2022-02-20,0,3955
13,Bukombe,2023-02-14,2023-06-25,0.339,3569
13,Bukombe,2023-02-02,2023-06-14,0.296,3589
13,Bukombe,2023-02-10,2023-06-27,0,3946
13,Bukombe,2022-10-15,2023-02-20,0,3202
13,Bukombe,2022-11-04,2023-03-06,0,2953
13,Bukombe,2022-10-18,2023-02-21,0,3111
13,Bukombe,2022-02-28,2022-07-01,0,2274
13,Bukombe,2022-02-28,2022-07-01,0,2354
13,Bukombe,2022-02-02,2022-07-01,0,4687
14,Chato,2023-02-10,2023-06-23,0.378,3587
14,Chato,2023-02-16,2023-06-28,0.351,3683
14,Chato,2023-02-16,2023-06-29,0.28,3718
14,Chato,2022-10-20,2023-02-24,0,3151
14,Chato,2022-10-19,2023-02-24,0,3034
14,Chato,2022-10-17,2023-02-20,0,3163
14,Chato,2022-02-24,2022-07-01,0,2836
14,Chato,2022-02-07,2022-07-01,0,4455
14,Chato,2022-02-12,2022-07-01,0,4158
14,Chato,2021-10-27,2022-03-06,0,3744
14,Chato,2021-10-25,2022-03-03,0,4000
14,Chato,2021-10-16,2022-02-21,0,4090
15,Geita,2023-02-07,2023-06-21,0,3682
15,Geita,2023-02-20,2023-06-29,0,3610
15,Geita,2023-02-13,2023-06-28,0.115,3838
15,Geita,2022-10-12,2023-02-15,0,3242
15,Geita,2022-10-31,2023-03-06,0,3244
15,Geita,2022-10-23,2023-02-27,0,3269
15,Geita,2022-02-06,2022-07-01,0,4554
15,Geita,2022-03-01,2022-07-01,0,2277
15,Geita,2022-02-05,2022-07-01,0,4752
15,Geita,2021-11-03,2022-03-06,0,3023
15,Geita,2021-10-17,2022-02-20,0,3910
15,Geita,2021-10-25,2022-03-03,0,3991
15,Geita,2023-02-04,2023-06-17,0,3674
15,Geita,2023-02-08,2023-06-18,0,3595
15,Geita,2023-02-01,2023-06-13,0,3607
16,Mbogwe,2023-02-17,2023-06-29,0.142,3460
16,Mbogwe,2023-02-03,2023-06-14,0,3503
16,Mbogwe,2023-02-12,2023-06-27,0,3884
16,Mbogwe,2022-10-15,2023-02-18,0,3171
16,Mbogwe,2022-10-12,2023-02-16,0,3358
16,Mbogwe,2022-10-18,2023-02-21,0,3076
16,Mbogwe,2022-02-07,2022-07-01,0,4455
16,Mbogwe,2022-02-05,2022-07-01,0,4658
16,Mbogwe,2022-02-08,2022-07-01,0,4322
16,Mbogwe,2021-10-29,2022-03-06,0,3496
16,Mbogwe,2021-10-25,2022-03-03,0,3811
16,Mbogwe,2021-10-19,2022-02-23,0,3914
17,Nyang'wale,2023-02-21,2023-06-29,0,3432
17,Nyang'wale,2023-02-21,2023-06-29,0,3466
17,Nyang'wale,2023-02-27,2023-06-29,0.449,2614
17,Nyang'wale,2022-10-18,2023-02-21,0,3066
17,Nyang'wale,2022-10-23,2023-02-26,0,2991
17,Nyang'wale,2022-10-24,2023-02-28,0,3259
17,Nyang'wale,2022-02-25,2022-07-01,0,2648
17,Nyang'wale,2022-02-22,2022-07-01,0,3011
17,Nyang'wale,2022-02-24,2022-07-01,0,2821
17,Nyang'wale,2021-10-27,2022-03-06,0,3717
17,Nyang'wale,2021-10-27,2022-03-06,0,3688
17,Nyang'wale,2021-10-16,2022-02-21,0,4040
18,Biharamulo,2022-02-26,2022-07-01,0.233,2564
18,Biharamulo,2021-10-22,2022-02-27,0,3834
18,Biharamulo,2021-10-24,2022-03-02,0,3925
18,Biharamulo,2021-10-16,2022-02-21,0,4023
18,Biharamulo,2021-10-15,2022-02-20,0,3992
18,Biharamulo,2021-10-07,2022-02-10,0,3960
18,Biharamulo,2023-02-10,2023-06-21,0.587,3192
18,Biharamulo,2023-02-03,2023-06-16,0.534,3458
18,Biharamulo,2023-02-06,2023-06-15,0.522,3277
18,Biharamulo,2022-11-01,2023-03-06,0,3200
18,Biharamulo,2022-10-26,2023-03-04,0,3404
18,Biharamulo,2022-10-25,2023-02-28,0,3230
19,Bukoba Rural,2023-02-20,2023-06-29,0.035,3156
19,Bukoba Rural,2023-02-18,2023-06-29,0.198,3012
19,Bukoba Rural,2023-02-08,2023-06-25,0.509,3406
19,Bukoba Rural,2023-02-18,2023-06-29,0.179,3264
19,Bukoba Rural,2022-11-04,2023-03-06,0,3011
19,Bukoba Rural,2022-10-07,2023-02-11,0,3065
19,Bukoba Rural,2022-10-17,2023-02-22,0,3135
19,Bukoba Rural,2022-10-24,2023-02-26,0,3125
19,Bukoba Rural,2022-10-25,2023-02-27,0,3180
19,Bukoba Rural,2022-10-29,2023-03-05,0,3389
19,Bukoba Rural,2022-02-18,2022-07-01,0,3171
19,Bukoba Rural,2022-02-22,2022-07-01,0,2708
19,Bukoba Rural,2022-02-12,2022-07-01,0,3783
19,Bukoba Rural,2022-02-04,2022-07-01,0,4614
19,Bukoba Rural,2022-02-20,2022-07-01,0,3287
19,Bukoba Rural,2022-02-23,2022-07-01,0,2705
19,Bukoba Rural,2022-02-24,2022-07-01,0,2606
19,Bukoba Rural,2021-10-21,2022-02-26,0,3884
19,Bukoba Rural,2021-10-13,2022-02-18,0,4257
19,Bukoba Rural,2021-10-24,2022-03-02,0,4016
19,Bukoba Rural,2021-10-12,2022-02-16,0,4158
19,Bukoba Rural,2021-10-26,2022-03-04,0,3873
19,Bukoba Rural,2021-10-17,2022-02-20,0,3980
19,Bukoba Rural,2021-10-21,2022-02-26,0,3856
19,Bukoba Rural,2021-11-02,2022-03-06,0,3160
20,Bukoba Urban,2023-02-07,2023-06-21,0.852,3063
20,Bukoba Urban,2023-02-15,2023-06-27,0.853,2837
20,Bukoba Urban,2023-03-01,2023-06-29,0.838,1577
20,Bukoba Urban,2022-10-17,2023-02-22,0,2739
20,Bukoba Urban,2022-10-19,2023-02-22,0,2781
20,Bukoba Urban,2022-10-27,2023-03-03,0,3143
20,Bukoba Urban,2022-10-07,2023-02-09,0,2054
20,Bukoba Urban,2022-11-02,2023-03-06,0,3129
20,Bukoba Urban,2022-10-26,2023-03-04,0,3247
20,Bukoba Urban,2022-02-16,2022-07-01,0.789,2640
20,Bukoba Urban,2022-02-07,2022-07-01,0.795,3346
20,Bukoba Urban,2022-02-18,2022-07-01,0.795,2430
20,Bukoba Urban,2022-02-10,2022-07-01,0.791,3245
20,Bukoba Urban,2022-02-13,2022-07-01,0.793,2934
20,Bukoba Urban,2022-02-04,2022-07-01,0.794,3751
20,Bukoba Urban,2021-10-12,2022-02-16,0,3587
20,Bukoba Urban,2021-10-13,2022-02-18,0,3704
20,Bukoba Urban,2021-10-17,2022-02-20,0,3437
20,Bukoba Urban,2021-10-11,2022-02-15,0,3658
20,Bukoba Urban,2021-10-20,2022-02-24,0,3427
20,Bukoba Urban,2021-10-14,2022-02-19,0,3626
20,Bukoba Urban,2023-02-20,2023-06-29,0.81,2727
20,Bukoba Urban,2023-02-14,2023-06-29,0.839,2974
20,Bukoba Urban,2023-02-09,2023-06-20,0.845,2973
20,Bukoba Urban,2023-02-03,2023-06-16,0.858,3245
20,Bukoba Urban,2023-02-18,2023-06-29,0.852,2812
20,Bukoba Urban,2023-02-12,2023-06-24,0.841,3028
21,Karagwe,2023-02-09,2023-06-22,0.671,3196
21,Karagwe,2023-02-12,2023-06-25,0.579,3245
21,Karagwe,2023-02-23,2023-06-29,0.492,2471
21,Karagwe,2022-10-20,2023-02-24,0,3150
21,Karagwe,2022-10-26,2023-03-04,0,3329
21,Karagwe,2022-10-24,2023-02-26,0,3108
21,Karagwe,2022-02-18,2022-07-01,0.644,2649
21,Karagwe,2022-02-22,2022-07-01,0.715,2067
21,Karagwe,2022-02-22,2022-07-01,0.625,2218
21,Karagwe,2021-10-31,2022-03-06,0,3393
21,Karagwe,2021-10-11,2022-02-15,0,4158
21,Karagwe,2021-10-08,2022-02-11,0,4059
22,Kyerwa,2023-02-04,2023-06-15,0.812,3201
22,Kyerwa,2023-02-01,2023-06-11,0.817,3262
22,Kyerwa,2023-02-02,2023-06-14,0.833,3158
22,Kyerwa,2022-10-06,2023-02-08,0,2920
22,Kyerwa,2022-10-31,2023-03-06,0,3262
22,Kyerwa,2022-10-25,2023-02-27,0,3030
22,Kyerwa,2022-01-31,2022-07-01,0.782,3807
22,Kyerwa,2022-02-17,2022-07-01,0.749,2515
22,Kyerwa,2022-02-03,2022-07-01,0.742,3840
22,Kyerwa,2021-10-08,2022-02-11,0,3844
22,Kyerwa,2021-10-20,2022-02-24,0,3594
22,Kyerwa,2021-10-26,2022-03-04,0,3641
23,Lake Victoria,2022-02-19,2022-07-01,0,3180
23,Lake Victoria,2022-02-05,2022-07-01,0.075,4184
23,Lake Victoria,2022-02-16,2022-07-01,0.236,3140
23,Lake Victoria,2022-02-06,2022-07-01,0,4182
23,Lake Victoria,2021-10-13,2022-02-18,0,4241
23,Lake Victoria,2021-10-19,2022-02-23,0,3927
23,Lake Victoria,2021-10-15,2022-02-20,0,4017
23,Lake Victoria,2021-10-30,2022-03-06,0,3415
23,Lake Victoria,2021-10-24,2022-03-02,0,3942
23,Lake Victoria,2021-10-18,2022-02-22,0,3995
23,Lake Victoria,2023-02-08,2023-06-20,0.798,3019
23,Lake Victoria,2023-02-16,2023-06-27,0.558,3225
23,Lake Victoria,2023-02-17,2023-06-29,0.435,3298
23,Lake Victoria,2023-02-17,2023-06-29,0.504,3085
23,Lake Victoria,2023-02-26,2023-06-29,0.441,2213
23,Lake Victoria,2023-02-25,2023-06-29,0.325,2470
23,Lake Victoria,2022-10-24,2023-02-26,0,3108
23,Lake Victoria,2022-10-16,2023-02-20,0,3167
23,Lake Victoria,2022-10-29,2023-03-05,0,3171
23,Lake Victoria,2022-11-02,2023-03-06,0,3186
23,Lake Victoria,2022-10-09,2023-02-14,0,3282
23,Lake Victoria,2022-10-17,2023-02-22,0,3118
24,Missenyi,2023-02-27,2023-06-29,0.549,2186
24,Missenyi,2023-02-14,2023-06-26,0.534,2862
24,Missenyi,2023-02-15,2023-06-29,0.23,3104
24,Missenyi,2023-02-02,2023-06-10,0.826,3196
24,Missenyi,2023-02-06,2023-06-19,0.809,3077
24,Missenyi,2022-11-01,2023-03-06,0,3319
24,Missenyi,2022-10-22,2023-02-26,0,3098
24,Missenyi,2022-10-16,2023-02-20,0,3144
24,Missenyi,2022-02-20,2022-07-01,0.374,2531
24,Missenyi,2022-02-21,2022-07-01,0.342,2756
24,Missenyi,2022-02-26,2022-07-01,0.231,1931
24,Missenyi,2021-10-16,2022-02-21,0,3744
24,Missenyi,2021-10-08,2022-02-11,0,4036
24,Missenyi,2021-10-17,2022-02-20,0,3638
24,Missenyi,2021-10-08,2022-02-11,0,4007
24,Missenyi,2021-10-19,2022-02-23,0,3662
25,Muleba,2023-03-20,2023-06-29,0.705,235
25,Muleba,2023-03-02,2023-06-29,0.725,1661
25,Muleba,2023-02-23,2023-06-29,0.734,2485
25,Muleba,2023-03-03,2023-06-29,0.738,1705
25,Muleba,2022-10-28,2023-03-05,0,3392
25,Muleba,2022-10-08,2023-02-12,0,3054
25,Muleba,2022-10-13,2023-02-16,0,3255
25,Muleba,2022-03-21,2022-07-23,0.543,474
25,Muleba,2022-03-06,2022-07-23,0.515,1421
25,Muleba,2022-03-21,2022-07-23,0.709,418
25,Muleba,2021-11-04,2022-03-06,0,2897
25,Muleba,2021-10-26,2022-03-04,0,3815
25,Muleba,2021-10-26,2022-03-04,0,3813
26,Ngara,2023-02-05,2023-06-18,0.544,3348
26,Ngara,2023-03-01,2023-06-29,0,2209
26,Ngara,2023-02-18,2023-06-29,0,3193
26,Ngara,2022-10-18,2023-02-21,0,3078
26,Ngara,2022-11-04,2023-03-06,0,3010
26,Ngara,2022-10-17,2023-02-22,0,3219
26,Ngara,2022-02-12,2022-07-01,0.304,3863
26,Ngara,2022-02-23,2022-07-01,0.286,2779
26,Ngara,2022-02-16,2022-07-01,0.358,3453
26,Ngara,2021-11-04,2022-03-06,0,2893
26,Ngara,2021-10-09,2022-02-12,0,4059
26,Ngara,2021-10-22,2022-02-27,0,3904
27,Kakonko,2023-02-24,2023-06-29,0.809,2751
27,Kakonko,2023-03-19,2023-06-29,0.832,462
27,Kakonko,2023-03-21,2023-06-29,0.833,497
27,Kakonko,2022-10-14,2023-02-18,0,3366
27,Kakonko,2022-10-09,2023-02-14,0,3271
27,Kakonko,2022-10-08,2023-02-11,0,3027
27,Kakonko,2022-02-28,2022-07-23,0.281,4016
27,Kakonko,2022-02-23,2022-07-23,0.144,4608
27,Kakonko,2022-03-18,2022-07-23,0.531,1166
27,Kakonko,2021-09-26,2022-01-27,0,3762
27,Kakonko,2021-10-08,2022-02-11,0,4059
27,Kakonko,2021-09-30,2022-01-31,0,3861
27,Kakonko,2021-09-24,2022-01-24,0,3663
27,Kakonko,2021-09-22,2022-01-21,0,3564
27,Kakonko,2021-10-17,2022-02-20,0,3959
28,Hai,2022-02-24,2022-07-01,0,2274
28,Hai,2022-03-01,2022-07-01,0,1312
29,Moshi Rural,2022-10-16,2023-02-19,0,3118
29,Moshi Rural,2022-10-15,2023-02-19,0,3148
29,Moshi Rural,2022-11-01,2023-03-06,0,3187
29,Moshi Rural,2022-10-27,2023-03-03,0,3357
29,Moshi Rural,2022-10-23,2023-02-27,0,3032
29,Moshi Rural,2022-02-08,2022-07-01,0,3867
29,Moshi Rural,2022-02-16,2022-07-01,0,3762
29,Moshi Rural,2022-02-11,2022-07-01,0,3835
29,Moshi Rural,2022-02-13,2022-07-01,0,3498
29,Moshi Rural,2021-11-03,2022-03-06,0,2969
29,Moshi Rural,2021-10-12,2022-02-16,0,4121
29,Moshi Rural,2021-10-17,2022-02-20,0,3778
30,Moshi Urban,2022-10-29,2023-03-04,0,3420
30,Moshi Urban,2022-10-21,2023-02-24,0,3034
30,Moshi Urban,2022-10-08,2023-02-11,0,2933
30,Moshi Urban,2022-02-18,2022-07-01,0.77,2414
30,Moshi Urban,2022-02-13,2022-07-01,0.768,2918
30,Moshi Urban,2022-02-21,2022-07-01,0.771,2158
30,Moshi Urban,2021-10-24,2022-03-02,0,3606
30,Moshi Urban,2021-10-27,2022-03-06,0,3418
30,Moshi Urban,2021-11-01,2022-03-06,0,3078
30,Moshi Urban,2023-03-01,2023-06-29,0.742,1404
30,Moshi Urban,2023-02-17,2023-06-29,0.773,2657
30,Moshi Urban,2023-02-16,2023-06-29,0.764,2965
31,Mwanga,2023-02-08,2023-06-22,0.517,3328
31,Mwanga,2023-02-15,2023-06-27,0.584,3126
31,Mwanga,2023-02-03,2023-06-16,0.622,3328
31,Mwanga,2022-10-07,2023-02-09,0,3000
31,Mwanga,2022-10-18,2023-02-22,0,3090
31,Mwanga,2022-10-06,2023-02-10,0,3077
31,Mwanga,2022-01-31,2022-07-01,0.437,4314
31,Mwanga,2022-02-16,2022-07-01,0.529,3420
31,Mwanga,2022-02-21,2022-07-01,0.531,2846
31,Mwanga,2021-10-27,2022-03-06,0,3706
31,Mwanga,2021-11-02,2022-03-06,0,3152
31,Mwanga,2021-10-21,2022-02-26,0,3800
37,Hanang,2021-10-10,2022-02-13,0,4158
37,Hanang,2021-11-04,2022-03-06,0,2901
37,Hanang,2021-10-24,2022-03-02,0,4022
37,Hanang,2023-02-23,2023-06-29,0.15,3167
37,Hanang,2023-02-28,2023-06-29,0,2678
37,Hanang,2023-02-10,2023-06-22,0.359,3582
37,Hanang,2022-10-29,2023-03-06,0,3361
37,Hanang,2022-10-08,2023-02-11,0,3031
37,Hanang,2022-10-22,2023-02-25,0,3074
38,Kiteto,2023-02-07,2023-06-20,0.628,3296
38,Kiteto,2023-02-02,2023-06-17,0.636,3505
38,Kiteto,2023-02-24,2023-06-29,0.523,2571
38,Kiteto,2022-11-02,2023-03-06,0,3074
38,Kiteto,2022-10-29,2023-03-05,0,3256
38,Kiteto,2022-10-14,2023-02-18,0,3376
38,Kiteto,2022-02-26,2022-07-01,0,2494
38,Kiteto,2022-02-02,2022-07-01,0,4950
38,Kiteto,2022-02-10,2022-07-01,0,4151
38,Kiteto,2021-10-11,2022-02-15,0,4158
38,Kiteto,2021-10-31,2022-03-06,0,3382
38,Kiteto,2021-10-14,2022-02-19,0,4171
33,Same,2022-10-06,2023-02-09,0,2997
33,Same,2022-10-06,2023-02-09,0,2983
33,Same,2022-11-04,2023-03-06,0,2852
33,Same,2022-02-17,2022-07-01,0.422,3264
33,Same,2022-02-27,2022-07-01,0.476,1970
33,Same,2022-02-22,2022-07-01,0.456,2539
33,Same,2021-11-03,2022-03-06,0,3001
33,Same,2021-10-09,2022-02-12,0,4059
33,Same,2021-10-18,2022-02-22,0,3957
34,Siha,2023-02-28,2023-06-29,0,2232
34,Siha,2023-02-14,2023-06-28,0.604,3245
34,Siha,2023-03-01,2023-06-29,0,2485
34,Siha,2023-02-07,2023-06-24,0.618,3635
34,Siha,2022-10-22,2023-02-24,0,3082
34,Siha,2022-10-12,2023-02-16,0,3293
34,Siha,2022-10-28,2023-03-04,0,3269
34,Siha,2022-10-25,2023-02-28,0,3178
34,Siha,2022-10-20,2023-02-25,0,3049
34,Siha,2022-02-27,2022-07-01,0,1650
34,Siha,2022-02-14,2022-07-01,0,2994
34,Siha,2022-02-17,2022-07-01,0,1689
34,Siha,2021-10-21,2022-02-26,0,3854
34,Siha,2021-10-27,2022-03-06,0,3685
34,Siha,2021-10-24,2022-03-02,0,4030
35,Babati,2022-02-26,2022-07-01,0.333,2669
35,Babati,2022-02-16,2022-07-01,0,3762
35,Babati,2022-02-27,2022-07-01,0.417,2248
35,Babati,2021-11-02,2022-03-06,0,3143
35,Babati,2021-10-18,2022-02-22,0,4018
35,Babati,2021-10-26,2022-03-04,0,3855
35,Babati,2023-02-16,2023-06-29,0.434,3588
35,Babati,2023-02-02,2023-06-17,0,3696
35,Babati,2023-02-06,2023-06-16,0,3364
35,Babati,2022-10-25,2023-02-27,0,3165
35,Babati,2022-10-09,2023-02-12,0,3185
35,Babati,2022-10-20,2023-02-24,0,3165
50,Gairo,2023-01-16,2023-05-24,0,2984
50,Gairo,2023-01-07,2023-05-17,0,2715
50,Gairo,2023-01-30,2023-06-05,0.533,3216
50,Gairo,2022-10-21,2023-02-24,0,3057
50,Gairo,2022-10-15,2023-02-18,0,3214
50,Gairo,2022-10-19,2023-02-22,0,3090
50,Gairo,2022-01-19,2022-06-05,0.614,3372
50,Gairo,2022-01-08,2022-06-04,0,4289
50,Gairo,2022-01-18,2022-06-05,0.476,3562
50,Gairo,2021-10-06,2022-02-08,0,3960
50,Gairo,2021-10-27,2022-03-06,0,3646
50,Gairo,2021-10-15,2022-02-20,0,3953
51,Kilosa,2023-02-02,2023-06-05,0.762,2913
51,Kilosa,2023-01-26,2023-06-05,0.709,3480
51,Kilosa,2023-02-03,2023-06-05,0.785,3087
51,Kilosa,2022-10-21,2023-02-24,0,3021
51,Kilosa,2022-10-25,2023-03-01,0,3281
51,Kilosa,2022-10-11,2023-02-15,0,3370
51,Kilosa,2022-01-27,2022-06-05,0,2779
51,Kilosa,2022-01-12,2022-06-05,0,4147
51,Kilosa,2022-01-13,2022-06-05,0,4245
51,Kilosa,2021-10-30,2022-03-06,0,3386
51,Kilosa,2021-10-16,2022-02-21,0,4041
51,Kilosa,2021-10-20,2022-02-24,0,3877
52,Morogoro Rural,2022-01-17,2022-06-05,0.707,3622
52,Morogoro Rural,2023-01-29,2023-06-12,0.355,3623
52,Morogoro Rural,2023-01-28,2023-06-05,0.8,3238
52,Morogoro Rural,2022-02-02,2022-06-22,0.272,4048
52,Morogoro Rural,2022-01-23,2022-06-05,0.697,3021
52,Morogoro Rural,2022-01-13,2022-06-05,0.494,4220
40,Mbulu,2021-10-12,2022-02-16,0,4158
40,Mbulu,2021-10-10,2022-02-13,0,4158
40,Mbulu,2021-10-21,2022-02-26,0,3884
40,Mbulu,2023-02-11,2023-06-29,0,3981
40,Mbulu,2023-02-26,2023-06-29,0.529,2815
40,Mbulu,2023-02-14,2023-06-25,0,3675
40,Mbulu,2022-10-07,2023-02-10,0,3002
40,Mbulu,2022-10-07,2023-02-10,0,3000
40,Mbulu,2022-11-02,2023-03-06,0,3095
41,Simanjiro,2023-02-23,2023-06-29,0.384,2475
41,Simanjiro,2023-02-01,2023-06-11,0.749,3333
41,Simanjiro,2022-10-15,2023-02-18,0,3168
41,Simanjiro,2022-10-06,2023-02-09,0,2995
41,Simanjiro,2022-02-26,2022-07-01,0.465,2371
41,Simanjiro,2022-02-15,2022-07-01,0.387,3781
41,Simanjiro,2021-10-25,2022-03-03,0,3956
41,Simanjiro,2021-11-03,2022-03-06,0,3006
42,Bunda,2023-02-12,2023-06-27,0.568,3685
42,Bunda,2023-02-17,2023-06-29,0.481,3624
42,Bunda,2023-02-15,2023-06-29,0.572,3710
42,Bunda,2022-10-17,2023-02-20,0,3086
42,Bunda,2022-10-24,2023-02-27,0,3089
42,Bunda,2022-11-02,2023-03-06,0,3186
42,Bunda,2022-02-19,2022-07-01,0.128,3314
42,Bunda,2022-02-16,2022-07-01,0,3665
42,Bunda,2022-02-01,2022-07-01,0,4756
42,Bunda,2021-10-20,2022-02-24,0,3929
42,Bunda,2021-10-06,2022-02-08,0,3960
42,Bunda,2021-10-30,2022-03-06,0,3450
43,Butiama,2021-10-23,2022-03-01,0,4048
43,Butiama,2021-10-18,2022-02-22,0,4030
43,Butiama,2021-10-10,2022-02-13,0,4158
43,Butiama,2023-02-15,2023-06-28,0,3926
43,Butiama,2023-02-10,2023-06-27,0,3936
43,Butiama,2023-02-20,2023-06-29,0,3729
43,Butiama,2022-11-02,2023-03-06,0,3101
43,Butiama,2022-10-18,2023-02-21,0,3114
43,Butiama,2022-10-30,2023-03-06,0,3429
43,Butiama,2022-02-23,2022-07-01,0,2932
43,Butiama,2022-02-16,2022-07-01,0,3666
43,Butiama,2022-02-13,2022-07-01,0,4059
44,Lake Victoria,2023-02-23,2023-06-29,0.441,3006
44,Lake Victoria,2022-10-18,2023-02-22,0,3159
44,Lake Victoria,2022-02-28,2022-07-01,0.067,2370
44,Lake Victoria,2021-10-14,2022-02-19,0,4222
45,Musoma Rural,2023-02-27,2023-06-29,0.374,2529
45,Musoma Rural,2022-10-18,2023-02-22,0,3107
6,Longido,2023-02-13,2023-06-29,0.304,3644
6,Longido,2023-02-12,2023-06-24,0.534,3132
6,Longido,2023-02-03,2023-06-16,0.744,3335
45,Musoma Rural,2022-02-06,2022-07-01,0,4554
45,Musoma Rural,2022-02-18,2022-07-01,0.404,3393
45,Musoma Rural,2022-02-13,2022-07-01,0,4059
45,Musoma Rural,2022-02-26,2022-07-01,0.442,2548
45,Musoma Rural,2021-11-03,2022-03-06,0,3013
45,Musoma Rural,2021-10-21,2022-02-26,0,3856
45,Musoma Rural,2021-10-13,2022-02-18,0,4216
45,Musoma Rural,2021-10-29,2022-03-06,0,3517
45,Musoma Rural,2023-02-27,2023-06-29,0.364,2660
45,Musoma Rural,2023-01-31,2023-06-14,0.547,3533
45,Musoma Rural,2023-02-15,2023-06-26,0.405,3362
45,Musoma Rural,2023-02-22,2023-06-29,0.324,3058
74,Kishapu,2023-02-08,2023-06-20,0.232,3464
74,Kishapu,2023-02-16,2023-06-27,0,3707
74,Kishapu,2023-01-31,2023-06-11,0.518,3425
